Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,pasteuria.inf,metsch.inf,scarlet.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,micG.inf,pasteuria.prev,metsch.prev,scarlet.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,micG.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
retrocurva,Mill,2018,2018318,318,14-Nov-18,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018199,199,18-Jul-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018227,227,15-Aug-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018241,241,29-Aug-18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018255,255,12-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018271,271,28-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,North,2018,2018297,297,24-Oct-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018199,199,18-Jul-18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018214,214,2-Aug-18,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018227,227,15-Aug-18,214,0,0,0,1,0,0,0,0,0,0,0,0.00467289719626168,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018241,241,29-Aug-18,248,0,0,0,1,0,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018255,255,12-Sep-18,234,0,0,1,2,0,0,0,0,0,0,0.00427350427350427,0.00854700854700855,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018271,271,28-Sep-18,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018283,283,10-Oct-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018297,297,24-Oct-18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,North,2018,2018311,311,7-Nov-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018199,199,18-Jul-18,298,1,0,0,1,0,0,0,61,0.00335570469798658,0,0,0.00335570469798658,0,0,0,0.204697986577181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018214,214,2-Aug-18,236,1,0,0,0,0,0,0,54,0.00423728813559322,0,0,0,0,0,0,0.228813559322034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018227,227,15-Aug-18,202,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0.188118811881188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018241,241,29-Aug-18,206,9,0,7,0,0,0,0,50,0.0436893203883495,0,0.0339805825242718,0,0,0,0,0.242718446601942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018255,255,12-Sep-18,205,4,0,5,1,0,0,0,24,0.0195121951219512,0,0.024390243902439,0.0048780487804878,0,0,0,0.117073170731707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018271,271,28-Sep-18,115,13,0,7,5,0,0,0,6,0.11304347826087,0,0.0608695652173913,0.0434782608695652,0,0,0,0.0521739130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018283,283,10-Oct-18,203,1,0,10,13,0,0,0,2,0.00492610837438424,0,0.0492610837438424,0.0640394088669951,0,0,0,0.00985221674876847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018297,297,24-Oct-18,188,1,0,0,0,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,North,2018,2018311,311,7-Nov-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,North,2018,2018199,199,18-Jul-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,North,2018,2018283,283,10-Oct-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018227,227,15-Aug-18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018241,241,29-Aug-18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018255,255,12-Sep-18,215,0,0,7,0,0,0,0,0,0,0,0.0325581395348837,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018271,271,28-Sep-18,22,0,0,5,2,0,0,0,0,0,0,0.227272727272727,0.0909090909090909,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018283,283,10-Oct-18,29,0,0,0,1,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,North,2018,2018297,297,24-Oct-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018199,199,18-Jul-18,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018214,214,2-Aug-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018227,227,15-Aug-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018241,241,29-Aug-18,38,0,0,0,1,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018255,255,12-Sep-18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018271,271,28-Sep-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,North,2018,2018297,297,24-Oct-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018199,199,18-Jul-18,268,0,0,1,0,0,0,0,0,0,0,0.00373134328358209,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018214,214,2-Aug-18,209,0,0,1,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018227,227,15-Aug-18,253,1,0,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018241,241,29-Aug-18,212,0,1,0,2,0,0,0,0,0,0.00471698113207547,0,0.00943396226415094,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018255,255,12-Sep-18,210,0,0,10,2,0,0,0,0,0,0,0.0476190476190476,0.00952380952380952,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018271,271,28-Sep-18,251,0,0,4,4,0,1,0,1,0,0,0.0159362549800797,0.0159362549800797,0,0.00398406374501992,0,0.00398406374501992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018283,283,10-Oct-18,206,0,0,1,6,0,0,0,0,0,0,0.00485436893203883,0.029126213592233,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018297,297,24-Oct-18,209,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0143540669856459,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,North,2018,2018311,311,7-Nov-18,210,0,0,0,1,0,0,0,0,0,0,0,0.00476190476190476,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,Pickerel,2018,2018229,229,17-Aug-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018201,201,20-Jul-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018215,215,3-Aug-18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018229,229,17-Aug-18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018243,243,31-Aug-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018257,257,14-Sep-18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018271,271,28-Sep-18,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018285,285,12-Oct-18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018299,299,26-Oct-18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Pickerel,2018,2018313,313,9-Nov-18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018201,201,20-Jul-18,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018215,215,3-Aug-18,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018229,229,17-Aug-18,220,0,0,1,0,0,0,0,2,0,0,0.00454545454545455,0,0,0,0,0.00909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018243,243,31-Aug-18,216,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00925925925925926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018257,257,14-Sep-18,207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00483091787439614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018271,271,28-Sep-18,219,0,2,0,0,0,0,0,2,0,0.0091324200913242,0,0,0,0,0,0.0091324200913242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018285,285,12-Oct-18,201,0,4,0,0,0,0,0,2,0,0.0199004975124378,0,0,0,0,0,0.00995024875621891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018299,299,26-Oct-18,226,0,2,1,0,0,0,0,0,0,0.00884955752212389,0.00442477876106195,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Pickerel,2018,2018313,313,9-Nov-18,200,0,0,1,0,0,0,0,0,0,0,0.005,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,Pickerel,2018,2018229,229,17-Aug-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,Pickerel,2018,2018257,257,14-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,Pickerel,2018,2018271,271,28-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Pickerel,2018,2018201,201,20-Jul-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018201,201,20-Jul-18,268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00373134328358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018215,215,3-Aug-18,245,0,0,1,0,0,0,0,5,0,0,0.00408163265306122,0,0,0,0,0.0204081632653061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018229,229,17-Aug-18,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018243,243,31-Aug-18,222,0,0,9,0,0,0,0,2,0,0,0.0405405405405405,0,0,0,0,0.00900900900900901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018257,257,14-Sep-18,256,0,0,11,0,0,0,0,0,0,0,0.04296875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018271,271,28-Sep-18,211,0,0,3,0,0,0,0,0,0,0,0.014218009478673,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018285,285,12-Oct-18,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018299,299,26-Oct-18,204,0,0,1,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Pickerel,2018,2018313,313,9-Nov-18,148,0,0,1,0,0,0,0,0,0,0,0.00675675675675676,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018201,201,20-Jul-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018215,215,3-Aug-18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018229,229,17-Aug-18,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018243,243,31-Aug-18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018257,257,14-Sep-18,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018271,271,28-Sep-18,251,0,1,0,0,0,0,0,0,0,0.00398406374501992,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018285,285,12-Oct-18,201,0,1,1,0,0,0,0,0,0,0.00497512437810945,0.00497512437810945,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018299,299,26-Oct-18,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Pickerel,2018,2018313,313,9-Nov-18,304,0,2,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018201,201,20-Jul-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018229,229,17-Aug-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018243,243,31-Aug-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018257,257,14-Sep-18,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018274,274,1-Oct-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018285,285,12-Oct-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018313,313,9-Nov-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018201,201,20-Jul-18,271,0,0,5,1,1,0,0,0,0,0,0.018450184501845,0.003690036900369,0.003690036900369,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018215,215,3-Aug-18,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018229,229,17-Aug-18,220,6,0,0,0,2,0,0,3,0.0272727272727273,0,0,0,0.00909090909090909,0,0,0.0136363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018243,243,31-Aug-18,245,1,0,0,0,0,0,0,3,0.00408163265306122,0,0,0,0,0,0,0.0122448979591837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018257,257,14-Sep-18,236,6,0,3,0,0,0,0,5,0.0254237288135593,0,0.0127118644067797,0,0,0,0,0.0211864406779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018274,274,1-Oct-18,200,1,2,3,0,0,0,0,1,0.005,0.01,0.015,0,0,0,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018285,285,12-Oct-18,233,2,10,1,0,0,0,0,2,0.00858369098712446,0.0429184549356223,0.00429184549356223,0,0,0,0,0.00858369098712446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018299,299,26-Oct-18,216,0,20,0,0,0,2,0,1,0,0.0925925925925926,0,0,0,0.00925925925925926,0,0.00462962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018313,313,9-Nov-18,233,0,9,0,0,0,3,0,0,0,0.0386266094420601,0,0,0,0.0128755364806867,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Sullivan,2018,2018243,243,31-Aug-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018201,201,20-Jul-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018229,229,17-Aug-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018257,257,14-Sep-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Sullivan,2018,2018299,299,26-Oct-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018206,206,25-Jul-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018278,278,5-Oct-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018292,292,19-Oct-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018318,318,14-Nov-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018206,206,25-Jul-18,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018225,225,13-Aug-18,300,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018235,235,23-Aug-18,358,0,0,0,3,0,0,0,72,0,0,0,0.00837988826815642,0,0,0,0.201117318435754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018250,250,7-Sep-18,330,0,0,0,4,0,0,0,97,0,0,0,0.0121212121212121,0,0,0,0.293939393939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018264,264,21-Sep-18,433,1,3,0,0,0,0,0,80,0.0023094688221709,0.0069284064665127,0,0,0,0,0,0.184757505773672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018278,278,5-Oct-18,216,0,3,0,0,0,0,0,52,0,0.0138888888888889,0,0,0,0,0,0.240740740740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018292,292,19-Oct-18,254,0,16,0,1,0,0,0,3,0,0.062992125984252,0,0.00393700787401575,0,0,0,0.0118110236220472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018306,306,2-Nov-18,244,0,1,0,0,0,1,0,3,0,0.00409836065573771,0,0,0,0.00409836065573771,0,0.0122950819672131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018318,318,14-Nov-18,220,1,0,0,0,0,0,0,1,0.00454545454545455,0,0,0,0,0,0,0.00454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018264,264,21-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018278,278,5-Oct-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018292,292,19-Oct-18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018306,306,2-Nov-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018318,318,14-Nov-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018206,206,25-Jul-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018264,264,21-Sep-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018306,306,2-Nov-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018205,205,24-Jul-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018248,248,5-Sep-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018276,276,3-Oct-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018222,222,10-Aug-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018234,234,22-Aug-18,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018248,248,5-Sep-18,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018262,262,19-Sep-18,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018276,276,3-Oct-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018304,304,31-Oct-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018317,317,13-Nov-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
